STATUS PROCESSO;CÓDIGO;DESCRIÇÃO;QUANTIDADE;NÍVEL DE URGÊNCIA;FAMILIA;PO# REF;FORNECEDOR;PREV. CHEGADA CD;DATA REAL CHEGADA CD;PREV. ATRACAÇÃO;DATA REAL ATRACAÇÃO ;QTDE 40';QTDE 20';SEMANA;PARES;TOP FAMILIA;ESTOQUE;BACKORDER;MÉDIA;COBERTURA CHEGANDO;COBERTURA HOJE;COBERTURA TOTAL
EMBARCADO;342;AGULHA HIP 25X8 C/100 SOLIDOR;20.000,00;ESTÁVEL;AGULHAS HIPODERMICAS;26.03-MAGU-1;MEDICO IND.;03/07/2026;(vazio);30/06/2026;(vazio);(vazio);(vazio);2º;;FAMILIA 50%;26989;0;25000;0,8;1,07956;1,87956
EMBARCADO;343;AGULHA HIP 30X7 C/100 SOLIDOR;20.000,00;PRIORIDADE;AGULHAS HIPODERMICAS;26.03-MAGU-1;MEDICO IND.;03/07/2026;(vazio);30/06/2026;(vazio);(vazio);(vazio);2º;;FAMILIA 50%;2711;0;10000;2;0,2711;2,2711
EMBARCADO;345;AGULHA HIP 40X12 C/100 SOLIDOR;70.000,00;PRIORIDADE;AGULHAS HIPODERMICAS;26.03-MAGU-1;MEDICO IND.;03/07/2026;(vazio);30/06/2026;(vazio);(vazio);(vazio);2º;;FAMILIA 50%;4077;0;70000;1;0,058242857;1,058242857
EMBARCADO;366;AGULHA HIP 25X6 C/100 SOLIDOR;15.000,00;ESTÁVEL;AGULHAS HIPODERMICAS;26.03-MAGU-1;MEDICO IND.;03/07/2026;(vazio);30/06/2026;(vazio);(vazio);(vazio);2º;;FAMILIA 50%;18924;0;4000;3,75;4,731;8,481
AG CANAL;5471;CATETER INTRA FEP 18G C/100;5.000,00;ESTÁVEL;CATETERES SIMPLES;IMP00006-VITROMED;POLYMED;06/07/2026;(vazio);30/06/2026;(vazio);1;(vazio);2º;;FAMILIA 50%;3219;0;1000;5;3,219;8,219
AG CANAL;5473;CATETER INTRA FEP 22G C/100;5.400,00;ESTÁVEL;CATETERES SIMPLES;IMP00006-VITROMED;POLYMED;06/07/2026;(vazio);30/06/2026;(vazio);1;(vazio);2º;;FAMILIA 50%;11552;0;7000;0,771428571;1,650285714;2,421714286
AG CANAL;5474;CATETER INTRA FEP 24G C/100;8.000,00;ESTÁVEL;CATETERES SIMPLES;IMP00006-VITROMED;POLYMED;06/07/2026;(vazio);30/06/2026;(vazio);1;(vazio);2º;;FAMILIA 50%;11199;0;8000;1;1,399875;2,399875
AG CANAL;5477;CATETER INTRA FEP 26 C/100;3.000,00;ESTÁVEL;CATETERES SIMPLES;IMP00006-VITROMED;POLYMED;06/07/2026;(vazio);30/06/2026;(vazio);1;(vazio);2º;;FAMILIA 50%;1566;0;1000;3;1,566;4,566
AG CANAL;86003;ALCOOL SWAB SACHE C/100 (PH);182000;ESTÁVEL;SACHES;IMP000023-PHOENIX;PHOENIX;06/07/2026;(vazio);30/06/2026;(vazio);1;(vazio);2º;;FAMILIA 80%;184326;0;75000;2,426666667;2,45768;4,884346667
EMBARCADO;86003;ALCOOL SWAB SACHE C/100 (PH);182000;ESTÁVEL;SACHES;IMP000024-PHOENIX;PHOENIX;07/07/2026;(vazio);30/06/2026;(vazio);1;(vazio);2º;;FAMILIA 80%;184326;0;75000;2,426666667;2,45768;4,884346667
EMBARCADO;5401;EQUIPO MACRO COMPLETO L2 PVC C/25 (SW);49.200,00;ESTÁVEL;EQUIPOS;26.01-WEIGAO;WEIGAO;09/07/2026;(vazio);04/07/2026;(vazio);(vazio);(vazio);2º;;FAMILIA 50%;7143;0;100000;0,492;0,07143;0,56343
EMBARCADO;5234;FIO AGULHADO NYLON 4020 C/24 PROCARE;60000;ESTÁVEL;FIO AGULHADO;26.05-MGE;MEDICO IND.;09/07/2026;(vazio);02/07/2026;(vazio);(vazio);(vazio);2º;;FAMILIA 50%;29920;0;12000;5;2,493333333;7,493333333
EMBARCADO;5384;TUBO CINZA FLUORETO 2,0ML C/100 (AB);24;CRÍTICO;TUBO;IMP000030-AB MEDICAL;AB MEDICAL;09/07/2026;(vazio);03/07/2026;(vazio);1;(vazio);2º;;FAMILIA 50%;0;0;43;0,558139535;0;0,558139535
EMBARCADO;50214;TUBO AMARELO GEL 3,5ML C/100 (AB);13824;CRÍTICO;TUBO;IMP000030-AB MEDICAL;AB MEDICAL;09/07/2026;(vazio);03/07/2026;(vazio);1;(vazio);2º;;FAMILIA 50%;0;0;8000;1,728;0;1,728
EMBARCADO;50215;TUBO AMARELO GEL 5ML C/100 (AB);300;CRÍTICO;TUBO;IMP000030-AB MEDICAL;AB MEDICAL;09/07/2026;(vazio);03/07/2026;(vazio);1;(vazio);2º;;FAMILIA 50%;0;0;1485;0,202020202;0;0,202020202
EMBARCADO;50219;TUBO VERM SILIC 9ML C/100 (AB);168;CRÍTICO;TUBO;IMP000030-AB MEDICAL;AB MEDICAL;09/07/2026;(vazio);03/07/2026;(vazio);1;(vazio);2º;;FAMILIA 50%;0;0;750;0,224;0;0,224
EMBARCADO;50221;TUBO AMARELO GEL 8ML C/100 (AB);1.500,00;CRÍTICO;TUBO;IMP000030-AB MEDICAL;AB MEDICAL;09/07/2026;(vazio);03/07/2026;(vazio);1;(vazio);2º;;FAMILIA 50%;0;0;0;#DIV/0!;#DIV/0!;#DIV/0!
EMBARCADO;5019;ADAPTADOR P/ AGULHA A VACUO PADRAO (SW);30.000,00;ESTÁVEL;ADAPTADORES PARA TUBOS A VACUO;26.01-WEIGAO;WEIGAO;13/07/2026;(vazio);08/07/2026;(vazio);(vazio);(vazio);3º;;OUTROS;82269;0;40000;0,75;2,056725;2,806725
EMBARCADO;5401;EQUIPO MACRO COMPLETO L2 PVC C/25 (SW);25.800,00;ESTÁVEL;EQUIPOS;26.01-WEIGAO;WEIGAO;13/07/2026;(vazio);08/07/2026;(vazio);(vazio);(vazio);3º;;FAMILIA 50%;7143;0;100000;0,258;0,07143;0,32943
EMBARCADO;5468;ELETRODO (ECG) SOLIDOR;12240;ESTÁVEL;ELETRODOS;IMP000018-MEDICO ELEC;MEDICO ELECTRODES;13/07/2026;(vazio);06/07/2026;(vazio);1;(vazio);3º;;FAMILIA 50%;22457;0;12000;1,02;1,871416667;2,891416667
EMBARCADO;5404B;EQUIPO MICRO COMPLETO L6 GC C/25 (SW);6000;CRÍTICO;EQUIPOS;26.01-WEIGAO;WEIGAO;13/07/2026;(vazio);08/07/2026;(vazio);2;(vazio);3º;;OUTROS;0;0;2500;2,4;0;2,4
PRONTO PARA EMBARQUE;5469;CATETER INTRA FEP 14G C/100;70000;ESTÁVEL;CATETERES SIMPLES;IMP000075;POLYMED;14/07/2026;(vazio);08/07/2026;(vazio);(vazio);(vazio);3º;;FAMILIA 50%;1983;0;400;175;4,9575;179,9575
PRONTO PARA EMBARQUE;5470;CATETER INTRA FEP 16G C/100;110.000,00;ESTÁVEL;CATETERES SIMPLES;IMP000075;POLYMED;14/07/2026;(vazio);08/07/2026;(vazio);(vazio);(vazio);3º;;FAMILIA 50%;1899;0;1000;110;1,899;111,899
PRONTO PARA EMBARQUE;5471;CATETER INTRA FEP 18G C/100;130.000,00;ESTÁVEL;CATETERES SIMPLES;IMP000075;POLYMED;14/07/2026;(vazio);08/07/2026;(vazio);(vazio);(vazio);3º;;FAMILIA 50%;3219;0;1000;130;3,219;133,219
PRONTO PARA EMBARQUE;5473;CATETER INTRA FEP 22G C/100;670.000,00;ESTÁVEL;CATETERES SIMPLES;IMP000075;POLYMED;14/07/2026;(vazio);08/07/2026;(vazio);(vazio);(vazio);3º;;FAMILIA 50%;11552;0;7000;95,71428571;1,650285714;97,36457143
PRONTO PARA EMBARQUE;5474;CATETER INTRA FEP 24G C/100;1.000.000,00;ESTÁVEL;CATETERES SIMPLES;IMP000075;POLYMED;14/07/2026;(vazio);08/07/2026;(vazio);(vazio);(vazio);3º;;FAMILIA 50%;11199;0;8000;125;1,399875;126,399875
EMBARCADO;5401;EQUIPO MACRO COMPLETO L2 PVC C/25 (SW);65.600,00;ESTÁVEL;EQUIPOS;IMP000029-WEIGAO-A;WEIGAO;15/07/2026;(vazio);09/07/2026;(vazio);4;(vazio);3º;;FAMILIA 50%;7143;0;100000;0,656;0,07143;0,72743
EMBARCADO;341;AGULHA HIP 25X7 C/100 SOLIDOR;20000;ESTÁVEL;AGULHAS HIPODERMICAS;26.01-MAGU-B;MEDICO IND.;18/07/2026;(vazio);11/07/2026;(vazio);1;(vazio);3º;;FAMILIA 50%;37140;0;45000;0,444444444;0,825333333;1,269777778
EMBARCADO;345;AGULHA HIP 40X12 C/100 SOLIDOR;20000;PRIORIDADE;AGULHAS HIPODERMICAS;26.01-MAGU-B;MEDICO IND.;18/07/2026;(vazio);11/07/2026;(vazio);1;(vazio);3º;;FAMILIA 50%;4077;0;70000;0,285714286;0,058242857;0,343957143
EMBARCADO;346;AGULHA HIP 13X4,5 C/100 SOLIDOR;20.000,00;PRIORIDADE;AGULHAS HIPODERMICAS;26.01-MAGU-B;MEDICO IND.;18/07/2026;(vazio);11/07/2026;(vazio);1;(vazio);3º;;FAMILIA 50%;50;0;15000;1,333333333;0,003333333;1,336666667
EMBARCADO;689;EQUIPO MACRO MOD17 LOCK C/250 LAMEDID;45;CRÍTICO;EQUIPOS;SAMPLE-001;MEDICO IND.;18/07/2026;(vazio);11/07/2026;(vazio);1;(vazio);3º;;#N/D;0;0;#N/D;#N/D;#N/D;#N/D
EMBARCADO;7446;AGULHA LEBEL 30GX4X0,30 C/100 PROBEAUTY;3000;ESTÁVEL;AGULHAS ANESTESICA;26.01-MAGU-B;MEDICO IND.;18/07/2026;(vazio);11/07/2026;(vazio);1;(vazio);3º;;OUTROS;590;0;800;3,75;0,7375;4,4875
EMBARCADO;7448;AGULHA LEBEL 32GX4X0,23 C/100 PROBEAUTY;3000;CRÍTICO;AGULHAS ANESTESICA;26.01-MAGU-B;MEDICO IND.;18/07/2026;(vazio);11/07/2026;(vazio);1;(vazio);3º;;OUTROS;0;0;4000;0,75;0;0,75
EM PRODUÇÃO;6036;SERINGA HIP 10ML SLIP LAT C/250 (SR);1200;PRIORIDADE;SERINGAS CONVENCIONAIS;01/05/2026;SR;20/07/2026;(vazio);24/06/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;0;0;1800;0,666666667;0;0,666666667
EM PRODUÇÃO;6037;SERINGA HIP 3ML SLIP C/500  (SR);500;PRIORIDADE;SERINGAS CONVENCIONAIS;01/05/2026;SR;20/07/2026;(vazio);24/06/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;18;0;1000;0,5;0,018;0,518
EM PRODUÇÃO;6038;SERINGA HIP 5ML SLIP C/500  (SR);1000;PRIORIDADE;SERINGAS CONVENCIONAIS;01/05/2026;SR;20/07/2026;(vazio);24/06/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;1;0;1600;0,625;0,000625;0,625625
EM PRODUÇÃO;6039;SERINGA HIP 10ML LOCK C/250 (SR);600;PRIORIDADE;SERINGAS CONVENCIONAIS;01/05/2026;SR;20/07/2026;(vazio);24/06/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;0;0;2000;0,3;0;0,3
EM PRODUÇÃO;6041;SERINGA HIP 3ML LOCK PY C/500 (SR);800;PRIORIDADE;SERINGAS CONVENCIONAIS;01/05/2026;SR;20/07/2026;(vazio);24/06/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;0;0;1000;0,8;0;0,8
EM PRODUÇÃO;6042;SERINGA HIP 5ML LOCK C/500 PY (SR);800;PRIORIDADE;SERINGAS CONVENCIONAIS;01/05/2026;SR;20/07/2026;(vazio);24/06/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;0;0;1000;0,8;0;0,8
EMBARCADO;440;TUBO ENDO ARAMADO 7.0 C/BAL C/10 SOL(BO);1000;ESTÁVEL;TUBO ENDOTRAQUEAL ARAMADO;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;1133;0;270,6666667;3,694581281;4,185960591;7,880541872
EMBARCADO;441;TUBO ENDO ARAMADO 7.5 C/BAL C/10 SOL(BO);1400;ESTÁVEL;TUBO ENDOTRAQUEAL ARAMADO;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;689;0;292,6666667;4,783599089;2,354214123;7,137813212
EMBARCADO;445;TUBO TRAQUEOSTOMIA 7.0C/B C/10 SOLI (BO);500;PRIORIDADE;TUBO DE TRAQUEOSCOMIA;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;0;0;72,66666667;6,880733945;0;6,880733945
EMBARCADO;446;TUBO TRAQUEOSTOMIA 7.5C/B C/10 SOLI (BO);300;CRÍTICO;TUBO DE TRAQUEOSCOMIA;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;0;0;154;1,948051948;0;1,948051948
EMBARCADO;447;TUBO TRAQUEOSTOMIA 8.0C/B C/10 SOLI (BO);400;ESTÁVEL;TUBO DE TRAQUEOSCOMIA;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;129;0;187;2,139037433;0,689839572;2,828877005
EMBARCADO;607;SONDA URETRAL ALIV. 6FR C/10 SOLIDOR(BO);5.040,00;ESTÁVEL;SONDAS DE ALIVIO;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;1032;0;1581;3,187855787;0,652751423;3,840607211
EMBARCADO;608;SONDA URETRAL ALIV. 8FR C/10 SOLIDOR(BO);6030;PRIORIDADE;SONDAS DE ALIVIO;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;271;0;4000;1,5075;0,06775;1,57525
EMBARCADO;609;SONDA URETRAL ALIV. 10FR C/10 SOLIDOR(BO;10000;PRIORIDADE;SONDAS DE ALIVIO;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;0;0;6000;1,666666667;0;1,666666667
EMBARCADO;610;SONDA URETRAL ALIV. 12FR C/10 SOLIDOR(BO;50000;PRIORIDADE;SONDAS DE ALIVIO;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;432;0;20000;2,5;0,0216;2,5216
EMBARCADO;611;SONDA URETRAL ALIV. 14FR C/10 SOLIDOR(BO;12040;PRIORIDADE;SONDAS DE ALIVIO;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;240;0;4000;3,01;0,06;3,07
EMBARCADO;612;SONDA URETRAL ALIV. 16FR C/10 SOLIDOR(BO;5040;PRIORIDADE;SONDAS DE ALIVIO;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;0;0;2258,666667;2,231404959;0;2,231404959
EMBARCADO;639;TUBO ENDOTRAQ. 3.0 C/B C/10 SOLIDOR (BO);2500;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;2710;0;500;5;5,42;10,42
EMBARCADO;640;TUBO ENDOTRAQ. 3.5 C/B C/10 SOLIDOR (BO);2500;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;668;0;800;3,125;0,835;3,96
EMBARCADO;641;TUBO ENDOTRAQ. 4.0 C/B C/10 SOLIDOR (BO);3.000,00;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;597;0;800;3,75;0,74625;4,49625
EMBARCADO;642;TUBO ENDOTRAQ. 4.5 C/B C/10 SOLIDOR (BO);1.500,00;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;908;0;650;2,307692308;1,396923077;3,704615385
EMBARCADO;643;TUBO ENDOTRAQ. 5.0 C/B C/10 SOLIDOR (BO);1.500,00;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;1891;0;750;2;2,521333333;4,521333333
EMBARCADO;650;TUBO ENDOTRAQ. 8.5 C/B C/10 SOLIDOR (BO);1.200,00;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;1501;0;500;2,4;3,002;5,402
EMBARCADO;651;TUBO ENDOTRAQ. 9.0 C/B C/10 SOLIDOR (BO);1.000,00;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;233;0;323;3,095975232;0,721362229;3,817337461
EMBARCADO;653;TUBO ENDOTRAQ. 10 C/B C/10 SOLIDOR (BO);200;CRÍTICO;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;0;0;200;1;0;1
EMBARCADO;654;TUBO ENDOTRAQ. 2.0 S/B C/10 SOLIDOR (BO);500;CRÍTICO;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;0;0;213,3333333;2,34375;0;2,34375
EMBARCADO;655;TUBO ENDOTRAQ. 2.5 S/B C/10 SOLIDOR (BO);1000;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;824;0;250;4;3,296;7,296
EMBARCADO;656;TUBO ENDOTRAQ. 3.0 S/B C/10 SOLIDOR (BO);1.500,00;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;1101;0;350;4,285714286;3,145714286;7,431428571
EMBARCADO;658;TUBO ENDOTRAQ. 4.0 S/B C/10 SOLIDOR (BO);400;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;897;0;200;2;4,485;6,485
EMBARCADO;660;TUBO ENDOTRAQ. 5.0 S/B C/10 SOLIDOR (BO);300;ESTÁVEL;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;443;0;75;4;5,906666667;9,906666667
EMBARCADO;664;TUBO ENDOTRAQ. 7.0 S/B C/10 SOLIDOR (BO);350;PRIORIDADE;TUBO ENDOTRAQUEAL;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;FAMILIA 80%;0;0;45;7,777777778;0;7,777777778
EMBARCADO;694;MASCARA LARINGEA DESC. 3.0 SOLIDOR;250;ESTÁVEL;MASCARAS;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;511;0;60;4,166666667;8,516666667;12,68333333
EMBARCADO;695;MASCARA LARINGEA DESC. 4.0 SOLIDOR;400;ESTÁVEL;MASCARAS;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;834;0;60;6,666666667;13,9;20,56666667
EMBARCADO;901;MASCARA OXI PADRAO INF S/ EXT SOLID (BO);200;CRÍTICO;MASCARAS;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;0;0;26;7,692307692;0;7,692307692
EMBARCADO;987;SONDA GASTRICA LEV 20FR C/20 SOLIDOR (BO;1.000,00;ESTÁVEL;SONDAS DE ALIVIO;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;5;0;100;10;0,05;10,05
EMBARCADO;78026;SONDA ASPIRACAO C/VAL 10FR C/10 SOLIDOR;6.000,00;CRÍTICO;SONDAS FOLEY;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;0;0;2000;3;0;3
EMBARCADO;78027;SONDA ASPIRACAO C/VAL 12FR C/10 SOLIDOR;10000;CRÍTICO;SONDAS FOLEY;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;0;0;3000;3,333333333;0;3,333333333
EMBARCADO;78028;SONDA ASPIRACAO C/VAL 14FR C/10 SOLIDOR;10.000,00;ESTÁVEL;SONDAS FOLEY;26.04-MFE-2;MEDICO IND.;21/07/2026;(vazio);14/07/2026;(vazio);(vazio);(vazio);4º;;OUTROS;1852;0;3467,333333;2,884060758;0,534128052;3,41818881
EMBARCADO;3940;CATETER INTRA PUR SEG 20G C/100 (PM);1000;ESTÁVEL;CATETERES DE SEGURANCA;IMP00022-POLYMED;POLYMED;23/07/2026;(vazio);13/07/2026;(vazio);1;(vazio);4º;;FAMILIA 80%;2620;0;800;1,25;3,275;4,525
EMBARCADO;3941;CATETER INTRA PUR SEG 22G C/100 (PM);5000;ESTÁVEL;CATETERES DE SEGURANCA;IMP00022-POLYMED;POLYMED;23/07/2026;(vazio);13/07/2026;(vazio);1;(vazio);4º;;FAMILIA 80%;8210;0;800;6,25;10,2625;16,5125
